value,type,lineage_ID
0,outsider,1
174,end,1
192,end,1
218,end,1
240,end,1
269,end,1
286,end,1
307,end,1
329,end,1
347,end,1
375,end,1
391,end,1
413,end,1
438,end,1
461,end,1
153,end,1
482,end,1
523,end,1
589.0,rises,1
588.0,rises,1
587.0,rises,1
586.0,rises,1
584.0,rises,1
583.0,rises,1
582.0,rises,1
581.0,rises,1
580.0,rises,1
579.0,rises,1
578.0,rises,1
577.0,rises,1
576.0,rises,1
501,end,1
137,end,1
585.0,rises,1
93,end,1
9,outsider,1
0,start,1
10,start,1
34,start,1
49,start,1
71,start,1
94,start,1
118,start,1
138,start,1
154,start,1
117,end,1
193,start,1
219,start,1
241,start,1
270,start,1
175,start,1
308,start,1
70,end,1
48,end,1
33,end,1
287,start,1
502,start,1
483,start,1
462,start,1
9,end,1
414,start,1
392,start,1
376,start,1
348,start,1
330,start,1
439,start,1
53.0,rises,2
53.0,rises,2
53.0,rises,2
52.0,rises,2
118,end,2
100,end,2
79,end,2
51,end,2
33,end,2
101,start,2
80,start,2
53,start,2
34,start,2
13,start,2
0,start,2
12,outsider,2
0,outsider,2
12,end,2
268.0,rises,3
105.0,rises,3
269.0,rises,3
105.0,rises,3
4.0,rises,3
106.0,rises,3
135.0,rises,3
105.0,rises,3
4.0,rises,3
273.0,rises,3
135.0,rises,3
271.0,rises,3
267.0,rises,3
265.0,rises,3
266.0,rises,3
105.0,rises,3
105.0,rises,3
264.0,rises,3
105.0,rises,3
263.0,rises,3
105.0,rises,3
262.0,rises,3
261.0,rises,3
260.0,rises,3
260,singularities,3
263,singularities,3
107.0,rises,3
105.0,rises,3
4.0,rises,3
135.0,rises,3
135.0,rises,3
274.0,rises,3
0,outsider,3
15,outsider,3
0,start,3
16,start,3
32,start,3
51,start,3
101,start,3
124,start,3
147,start,3
167,start,3
186,start,3
15,end,3
31,end,3
76,start,3
75,end,3
108.0,rises,3
50,end,3
4.0,rises,3
275.0,rises,3
3.0,rises,3
204,end,3
109.0,rises,3
185,end,3
166,end,3
146,end,3
122,end,3
100,end,3
586,end,4
517,end,4
543,end,4
563,end,4
493,end,4
604,end,4
729,end,4
649,end,4
675,end,4
695,end,4
711,end,4
751,end,4
772,end,4
445,end,4
630,end,4
425,end,4
129,end,4
392,end,4
46,end,4
68,end,4
86,end,4
109,end,4
794,end,4
153,end,4
177,end,4
406,end,4
200,end,4
240,end,4
260,end,4
284,end,4
300,end,4
323,end,4
348,end,4
372,end,4
218,end,4
813,end,4
1123,end,4
859,end,4
1311,end,4
1328,end,4
1348,end,4
1369,end,4
1391,end,4
1411,end,4
1432,end,4
1454,end,4
1476,end,4
1497,end,4
237.0,rises,4
441.0,rises,4
238.0,rises,4
441.0,rises,4
33,end,4
1287,end,4
1270,end,4
1248,end,4
1233,end,4
885,end,4
901,end,4
922,end,4
944,end,4
963,end,4
973,end,4
996,end,4
838,end,4
1015,end,4
1064,end,4
1085,end,4
1105,end,4
1143,end,4
1165,end,4
1190,end,4
1210,end,4
1039,end,4
7,end,4
471,end,4
1455,start,4
324,start,4
349,start,4
373,start,4
393,start,4
407,start,4
426,start,4
446,start,4
472,start,4
494,start,4
518,start,4
544,start,4
564,start,4
587,start,4
605,start,4
631,start,4
301,start,4
285,start,4
261,start,4
241,start,4
1477,start,4
0,outsider,4
964,outsider,4
973,outsider,4
0,start,4
8,start,4
34,start,4
650,start,4
47,start,4
87,start,4
110,start,4
130,start,4
154,start,4
178,start,4
201,start,4
219,start,4
69,start,4
676,start,4
7,outsider,4
712,start,4
1124,start,4
1144,start,4
1166,start,4
1191,start,4
1211,start,4
1234,start,4
1249,start,4
1271,start,4
1312,start,4
1329,start,4
1349,start,4
1370,start,4
1392,start,4
1412,start,4
696,start,4
1106,start,4
1086,start,4
1288,start,4
1040,start,4
730,start,4
1065,start,4
752,start,4
773,start,4
795,start,4
839,start,4
860,start,4
886,start,4
814,start,4
923,start,4
945,start,4
964,start,4
974,start,4
997,start,4
902,start,4
1433,start,4
1016,start,4
63,end,5
211,end,5
188,end,5
173,end,5
114,end,5
135,end,5
98,end,5
232,end,5
148,end,5
258,end,5
172.0,rises,5
300,end,5
323,end,5
341,end,5
362,end,5
387,end,5
402,end,5
172.0,rises,5
67,singularities,5
135,singularities,5
45,end,5
283,end,5
23,end,5
284,start,5
388,start,5
5,end,5
0,outsider,5
5,outsider,5
0,start,5
6,start,5
46,start,5
64,start,5
99,start,5
115,start,5
137,start,5
24,start,5
178,start,5
189,start,5
212,start,5
233,start,5
259,start,5
301,start,5
324,start,5
342,start,5
149,start,5
363,start,5
229,end,6
206,end,6
191,end,6
168,end,6
78,end,6
124,end,6
107,end,6
52,end,6
252,end,6
136,end,6
277,end,6
138.0,rises,6
317,end,6
138.0,rises,6
340,end,6
373,end,6
137.0,rises,6
138.0,rises,6
138.0,rises,6
138.0,rises,6
138.0,rises,6
138.0,rises,6
35,end,6
302,end,6
12,end,6
13,start,6
318,start,6
0,outsider,6
125,outsider,6
138,outsider,6
341,outsider,6
12,outsider,6
136,outsider,6
168,outsider,6
373,outsider,6
0,start,6
36,start,6
53,start,6
341,start,6
108,start,6
79,start,6
303,start,6
253,start,6
230,start,6
278,start,6
192,start,6
169,start,6
138,start,6
125,start,6
207,start,6
286,end,7
367,end,7
338,end,7
320,end,7
301,end,7
256,end,7
147,end,7
213,end,7
191,end,7
173,end,7
395,end,7
127,end,7
106,end,7
84,end,7
236,end,7
414,end,7
511,end,7
453,end,7
365,singularities,7
