dataset,lineage_ID,window_sizes,y_to_regress,best_fit_line,variable,kind
Trace,5.0,[ 5  9 13],"[0.45801977960419626, 0.5635386153006546, 0.7322224840761058]",[0.44872882 0.5943613  0.70862504],$r$,dfa (short)
Shuffled,5.0,[ 5  9 13],"[0.44116439390285345, 0.7705407036835743, 0.8729731602405857]",[0.45676453 0.7040121  0.92283581],$r$,dfa (short)
Trace,6.0,[ 5  9 13],"[0.5177919878126167, 0.6817347370778615, 0.7820554452487942]",[0.52059399 0.67224121 0.78883108],$r$,dfa (short)
Shuffled,6.0,[ 5  9 13],"[0.4500799390275216, 0.747809055356431, 0.962783574535933]",[0.45463673 0.72848883 0.97841169],$r$,dfa (short)
Trace,11.0,[ 5  9 13],"[0.3924779647520074, 0.6538260299911361, 0.6695434679986075]",[0.41088475 0.58041803 0.7204359 ],$r$,dfa (short)
Shuffled,11.0,[ 5  9 13],"[0.3635639908964091, 0.743391473619724, 0.9078978583745263]",[0.37779412 0.67280668 0.96536142],$r$,dfa (short)
Trace,15.0,[ 5  9 13],"[0.48697201664385764, 0.6360937959080586, 0.6854783381803725]",[0.49399694 0.61285565 0.70135266],$r$,dfa (short)
Shuffled,15.0,[ 5  9 13],"[0.520206909156464, 0.7132668079827241, 0.8478368757036324]",[0.52219757 0.70622307 0.85302878],$r$,dfa (short)
Trace,16.0,[ 5  9 13],"[0.2897482203266255, 0.49552458480564876, 0.6647382465015774]",[0.29163843 0.48722242 0.67168342],$r$,dfa (short)
Shuffled,16.0,[ 5  9 13],"[0.25166600343091367, 0.5936327223480858, 0.7547618866572459]",[0.26351783 0.52672848 0.81237312],$r$,dfa (short)
Trace,51.0,[ 5  9 13],"[0.49825722665177863, 0.6353644191981908, 0.735760839513021]",[0.4986722  0.63399146 0.73674058],$r$,dfa (short)
Shuffled,51.0,[ 5  9 13],"[0.4395277085218152, 0.5868761306614485, 0.7475597765584879]",[0.43538063 0.60151248 0.7363171 ],$r$,dfa (short)
Trace,52.0,[ 5  9 13],"[0.5001349919994669, 0.5901832021348687, 0.6848682631960793]",[0.4966398  0.60103669 0.67723381],$r$,dfa (short)
Shuffled,52.0,[ 5  9 13],"[0.37423148578119436, 0.6106566076465818, 0.7786747366581788]",[0.37792202 0.59528211 0.79098535],$r$,dfa (short)
Trace,55.0,[ 5  9 13 17 21],"[0.5140390118428195, 0.6579803835892093, 0.7545613693239273, 0.7952348404575175, 0.816507950965817]",[0.52877812 0.64212325 0.72507905 0.79228259 0.84957569],$r$,dfa (short)
Shuffled,55.0,[ 5  9 13 17 21],"[0.4734746337318804, 0.7016116577196114, 0.7724495992890339, 0.8436849782969101, 0.8973839877643732]",[0.49989809 0.6455742  0.75758133 0.85137097 0.93335434],$r$,dfa (short)
Trace,56.0,[ 5  9 13 17 21],"[0.45581915489849606, 0.6786975011336847, 0.7695668156583612, 0.845791338085264, 0.8809466144437995]",[0.48138702 0.630225   0.74592075 0.84351283 0.92929499],$r$,dfa (short)
Shuffled,56.0,[ 5  9 13 17 21],"[0.47088401900781707, 0.7193433739806884, 0.9609655334978223, 1.1222147338913144, 1.2280873969922979]",[0.47949672 0.71671    0.92161272 1.10717458 1.27929169],$r$,dfa (short)
Trace,59.0,[ 5  9 13 17],"[0.4533855066717105, 0.5547587441930448, 0.5884274604252772, 0.6314359342648138]",[0.45995588 0.53781591 0.59309387 0.63697261],$r$,dfa (short)
Shuffled,59.0,[ 5  9 13 17],"[0.38579674541447756, 0.6513649285630458, 0.7338763832881248, 0.7756780242805816]",[0.41228997 0.57911809 0.71628319 0.83643591],$r$,dfa (short)
Trace,60.0,[ 5  9 13 17],"[0.5167691188886937, 0.6447997691329967, 0.6762937358301379, 0.6976815212183851]",[0.53093343 0.61375078 0.67200948 0.71797031],$r$,dfa (short)
Shuffled,60.0,[ 5  9 13 17],"[0.48591005200070714, 0.6484061904360865, 0.7798717488814538, 0.8676905939831943]",[0.48787505 0.64650126 0.77100439 0.87671065],$r$,dfa (short)
Trace,61.0,[ 5  9 13],"[0.46879111296541187, 0.5976045771774794, 0.7073987856885255]",[0.4675724  0.60166043 0.70446152],$r$,dfa (short)
Shuffled,61.0,[ 5  9 13],"[0.5280398699199058, 0.7734077601842627, 0.80045015492697]",[0.5450453  0.71226019 0.84205074],$r$,dfa (short)
Trace,62.0,[ 5  9 13],"[0.43973695933318546, 0.5067379441362527, 0.5474055137113765]",[0.44052372 0.50438968 0.54897185],$r$,dfa (short)
Shuffled,62.0,[ 5  9 13],"[0.4082039864318801, 0.6133645599219584, 0.7079820935601618]",[0.41531009 0.58646587 0.72778478],$r$,dfa (short)
Trace,81.0,[ 5  9 13 17 21 25 29],"[0.46439321814063866, 0.6062865754905032, 0.6848590337254011, 0.7281650298124369, 0.7740934711650971, 0.8032452743311977, 0.8341890507211315]","[0.48423626 0.58600954 0.66029009 0.72035415 0.77148888 0.81640271
 0.8566905 ]",$r$,dfa (short)
Shuffled,81.0,[ 5  9 13 17 21 25 29],"[0.4509187244858906, 0.6785421599938738, 0.858029682409064, 0.9885685970619114, 1.1158981033642654, 1.2209405679399903, 1.2689441701035775]","[0.46848427 0.66476345 0.82745102 0.97073769 1.10086944 1.22127888
 1.3341013 ]",$r$,dfa (short)
Trace,82.0,[ 5  9 13 17 21 25 29 33],"[0.4788630532587836, 0.6351591825023691, 0.7134875092895259, 0.7330809131682942, 0.7681668396312911, 0.7811458686628456, 0.7826343434133487, 0.78894008495356]","[0.52161397 0.60460525 0.6631132  0.70933774 0.74800613 0.78149406
 0.81117972 0.8379402 ]",$r$,dfa (short)
Shuffled,82.0,[ 5  9 13 17 21 25 29 33],"[0.47794898548894227, 0.6955007120252147, 0.8807909110647429, 1.031672479446605, 1.1474887301810421, 1.2309044969885987, 1.2960145948672914, 1.3366829364433632]","[0.50000603 0.6926281  0.84925745 0.98544155 1.10792154 1.22036319
 1.32502801 1.42343005]",$r$,dfa (short)
Trace,91.0,[ 5  9 13 17 21 25],"[0.4561461866802157, 0.5631601741556844, 0.6182959070791517, 0.6627130520219194, 0.6833456060242364, 0.6954335013598291]",[0.4698358  0.54885164 0.60490773 0.64938159 0.68670369 0.71910835],$r$,dfa (short)
Shuffled,91.0,[ 5  9 13 17 21 25],"[0.4607559458160027, 0.7166874697938905, 0.8765703435972496, 0.9542862415893487, 1.0017747770265917, 1.028550112824791]",[0.50034034 0.67076078 0.80576624 0.92110548 1.02346841 1.11644079],$r$,dfa (short)
Trace,92.0,[ 5  9 13 17 21],"[0.5126327255084652, 0.6481261266127194, 0.7297692465376919, 0.7698309758506429, 0.802412589139116]",[0.52520257 0.63181495 0.70925631 0.77167604 0.82468778],$r$,dfa (short)
Shuffled,92.0,[ 5  9 13 17 21],"[0.513205565385674, 0.663052469995943, 0.720049515172393, 0.7451083725897045, 0.7747445151221604]",[0.53356002 0.62975698 0.69857079 0.75347058 0.79973587],$r$,dfa (short)
Trace,103.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73],"[0.45709951936445936, 0.59663596027872, 0.6714459251076587, 0.7167504914237167, 0.7552092715783779, 0.7799387884450258, 0.7952901549758132, 0.8142047693020636, 0.8276611644451938, 0.8403347466683145, 0.8592864762791815, 0.8717574698044595, 0.8798223698607003, 0.8909933045321511, 0.9038595389590793, 0.9140693726108647, 0.9241903158341426, 0.9346870331326547]","[0.512937   0.58876534 0.64180426 0.68348788 0.7182192  0.74820137
 0.77470818 0.79854799 0.82026858 0.84025968 0.85880923 0.87613652
 0.89241269 0.90777409 0.92233123 0.93617505 0.94938136 0.96201404]",$r$,dfa (short)
Shuffled,103.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65 69 73],"[0.4098436476398919, 0.6680293421192646, 0.9076804559406438, 1.1014427400481877, 1.2474307583200412, 1.3563223608109671, 1.453242125877961, 1.5500271686796527, 1.6297484983939634, 1.688256200551858, 1.7365945261068845, 1.7704654962164064, 1.7817180251721763, 1.7806873560118668, 1.7706237826980544, 1.762274667516321, 1.7584202158554003, 1.755199694527396]","[0.52670494 0.71334715 0.86241171 0.99046108 1.10457593 1.20856857
 1.30477276 1.39474093 1.4795681  1.56006105 1.63683472 1.71037059
 1.78105412 1.84919961 1.91506736 1.97887584 2.04081059 2.10103072]",$r$,dfa (short)
Trace,104.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65],"[0.4253388661914928, 0.6498049051063794, 0.7485799326924126, 0.7981281803266722, 0.8447108802655987, 0.8774559217151374, 0.8987881103807982, 0.9147175897410285, 0.9275165383953993, 0.9298317485923805, 0.9285416705379572, 0.9229623795599649, 0.9149745505972092, 0.9088563849424033, 0.903612017524468, 0.8982542553521996]","[0.5441336  0.6272138  0.68552294 0.73145274 0.76978779 0.80292667
 0.8322582  0.8586648  0.88274502 0.90492513 0.9255203  0.94477072
 0.96286398 0.9799496  0.99614886 1.0115616 ]",$r$,dfa (short)
Shuffled,104.0,[ 5  9 13 17 21 25 29 33 37 41 45 49 53 57 61 65],"[0.4189680719222585, 0.6327875874839328, 0.7499720386771378, 0.8179558194329939, 0.893708726465899, 0.9595109386883443, 1.020221043211501, 1.0797298741487062, 1.140362688642947, 1.199604638074789, 1.262999844223698, 1.3333189136593442, 1.399703731453424, 1.463558526679813, 1.526198611523683, 1.581548042301296]","[0.44647858 0.59286398 0.70794842 0.80576595 0.89224245 0.97054083
 1.04258414 1.10964448 1.17261482 1.23215039 1.2887487  1.34279805
 1.39460834 1.44443155 1.49247586 1.53891556]",$r$,dfa (short)
Trace,105.0,[ 5  9 13 17 21],"[0.43812130703411617, 0.5469430281144338, 0.5966160164039082, 0.6345650319500519, 0.6549661261407715]",[0.44903286 0.52962717 0.58724796 0.63320098 0.67191583],$r$,dfa (short)
Shuffled,105.0,[ 5  9 13 17 21],"[0.4229399325380904, 0.6233089429780606, 0.7460312997971015, 0.8722704273975265, 1.0371139527655644]",[0.4254225  0.60749232 0.75916342 0.89320089 1.01524546],$r$,dfa (short)
Trace,106.0,[ 5  9 13 17 21],"[0.4392044851793834, 0.5899893440719208, 0.6834717597766866, 0.8205564620793495, 0.9106283844701561]",[0.43620883 0.58726004 0.7073252  0.81013313 0.90153115],$r$,dfa (short)
Shuffled,106.0,[ 5  9 13 17 21],"[0.28187301549687216, 0.6374346074467516, 0.902312832098394, 1.106189431632716, 1.2867634457838288]",[0.30725944 0.57129416 0.84211323 1.11764289 1.39680546],$r$,dfa (short)
Trace,111.0,[ 5  9 13 17 21],"[0.44406148610325263, 0.53081776776226, 0.5712736787103584, 0.5704452993736506, 0.5587881922728637]",[0.46235361 0.51054224 0.5432113  0.5683555  0.58897817],$r$,dfa (short)
Shuffled,111.0,[ 5  9 13 17 21],"[0.3867266309228056, 0.6804165823198776, 0.8207361865305597, 0.8426198576485782, 0.8274157336638134]",[0.4345773  0.59728597 0.72876668 0.84260472 0.94466164],$r$,dfa (short)
Trace,112.0,[ 5  9 13 17 21 25],"[0.4519963542894651, 0.5683638200791037, 0.6207226150515924, 0.6669482577377092, 0.7021095149217044, 0.7085973995045644]",[0.46616207 0.55027858 0.61045696 0.65847072 0.69893512 0.73418846],$r$,dfa (short)
Shuffled,112.0,[ 5  9 13 17 21 25],"[0.4086936732032931, 0.6188114313958257, 0.7451602711535313, 0.8701767760342427, 0.9580023933937905, 1.0469962615832402]",[0.4228143  0.59393151 0.73462883 0.85787907 0.96935631 1.07216503],$r$,dfa (short)
Trace,117.0,[ 5  9 13 17],"[0.5208840938267579, 0.632166636217219, 0.7203771292802551, 0.8237302049859103]",[0.51569604 0.63994777 0.73248014 0.80832014],$r$,dfa (short)
