value,type,lineage_ID
0,outsider,1
10,end,1
15,end,1
22,end,1
29,end,1
38,end,1
47,end,1
53,end,1
61,end,1
68,end,1
75,end,1
84,end,1
95,end,1
99,end,1
199,start,1
106,end,1
124,end,1
127,end,1
131,end,1
138,end,1
145,end,1
153,end,1
160,end,1
169,end,1
175,end,1
181,end,1
192,end,1
198,end,1
208,end,1
118,end,1
193,start,1
111,end,1
176,start,1
182,start,1
128,outsider,1
10,outsider,1
131,outsider,1
0,start,1
11,start,1
16,start,1
23,start,1
39,start,1
48,start,1
54,start,1
62,start,1
69,start,1
76,start,1
30,start,1
85,start,1
170,start,1
161,start,1
154,start,1
146,start,1
132,start,1
128,start,1
139,start,1
119,start,1
112,start,1
107,start,1
100,start,1
96,start,1
125,start,1
99,end,2
63,end,2
96,end,2
90,end,2
79,end,2
70,end,2
56,end,2
12,end,2
44,end,2
35,end,2
28,end,2
20,end,2
237,start,2
129,end,2
50,end,2
135,end,2
236,end,2
141,end,2
229,start,2
243,end,2
228,end,2
220,end,2
213,end,2
206,end,2
137,end,2
201,end,2
184,end,2
177,end,2
172,end,2
165,end,2
158,end,2
148,end,2
192,end,2
221,start,2
142,start,2
207,start,2
57,start,2
51,start,2
45,start,2
36,start,2
29,start,2
21,start,2
64,start,2
4,start,2
137,outsider,2
12,outsider,2
138,outsider,2
136,outsider,2
4,outsider,2
214,start,2
141,outsider,2
71,start,2
13,start,2
91,start,2
202,start,2
80,start,2
193,start,2
185,start,2
178,start,2
166,start,2
159,start,2
173,start,2
138,start,2
136,start,2
130,start,2
122,start,2
97,start,2
149,start,2
102,end,3
109,end,3
67,end,3
96,end,3
89,end,3
81,end,3
73,end,3
59,end,3
241,start,3
46,end,3
35,end,3
26,end,3
20,end,3
16,end,3
237,start,3
116,end,3
234,start,3
51,end,3
123,end,3
233,end,3
136,end,3
219,start,3
244,end,3
240,end,3
236,end,3
218,end,3
216,end,3
214,end,3
210,end,3
129,end,3
202,end,3
190,end,3
182,end,3
174,end,3
169,end,3
163,end,3
154,end,3
149,end,3
143,end,3
197,end,3
217,start,3
3,outsider,3
211,start,3
60,start,3
52,start,3
47,start,3
36,start,3
27,start,3
21,start,3
17,start,3
3,start,3
236,outsider,3
218,outsider,3
216,outsider,3
16,outsider,3
234,outsider,3
219,outsider,3
217,outsider,3
215,outsider,3
215,start,3
68,start,3
74,start,3
233,outsider,3
90,start,3
203,start,3
82,start,3
198,start,3
191,start,3
183,start,3
170,start,3
164,start,3
155,start,3
175,start,3
144,start,3
137,start,3
130,start,3
124,start,3
117,start,3
110,start,3
150,start,3
103,start,3
97,start,3
205,end,4
126,end,4
136,end,4
148,end,4
165,end,4
187,end,4
179,end,4
194,end,4
117,end,4
172,end,4
106,end,4
23,end,4
89,end,4
75,end,4
65,end,4
56,end,4
44,end,4
33,end,4
13,end,4
1281,start,4
1171,start,4
213,end,4
100,end,4
222,end,4
1130,end,4
243,end,4
1149,start,4
1150,singularities,4
1291,end,4
1223,end,4
1170,end,4
1122,end,4
453,end,4
390,end,4
376,end,4
367,end,4
235,end,4
358,end,4
338,end,4
329,end,4
319,end,4
309,end,4
300,end,4
290,end,4
280,end,4
271,end,4
261,end,4
252,end,4
350,end,4
1123,start,4
1171,outsider,4
391,start,4
127,start,4
118,start,4
107,start,4
101,start,4
90,start,4
76,start,4
66,start,4
57,start,4
45,start,4
34,start,4
137,start,4
24,start,4
1223,outsider,4
1122,outsider,4
453,outsider,4
172,outsider,4
13,outsider,4
1119,outsider,4
391,outsider,4
166,outsider,4
3,outsider,4
1119,start,4
3,start,4
149,start,4
14,start,4
173,start,4
377,start,4
166,start,4
368,start,4
359,start,4
351,start,4
339,start,4
330,start,4
310,start,4
301,start,4
291,start,4
281,start,4
320,start,4
272,start,4
262,start,4
253,start,4
244,start,4
236,start,4
223,start,4
214,start,4
206,start,4
195,start,4
188,start,4
180,start,4
380,end,5
373,end,5
367,end,5
358,end,5
350,end,5
323,end,5
335,end,5
304,end,5
312,end,5
389,end,5
342,end,5
399,end,5
500,end,5
414,end,5
423,end,5
433,end,5
442,end,5
450,end,5
457,end,5
463,end,5
473,end,5
481,end,5
490,end,5
508,end,5
517,end,5
296,end,5
406,end,5
286,end,5
72,end,5
266,end,5
27,end,5
36,end,5
45,end,5
54,end,5
62,end,5
524,end,5
79,end,5
88,end,5
97,end,5
106,end,5
114,end,5
125,end,5
136,end,5
143,end,5
151,end,5
160,end,5
169,end,5
178,end,5
187,end,5
195,end,5
205,end,5
215,end,5
223,end,5
231,end,5
241,end,5
248,end,5
261,end,5
276,end,5
532,end,5
746,end,5
550,end,5
827,end,5
837,end,5
845,end,5
854,end,5
866,end,5
870,end,5
879,end,5
888,end,5
894,end,5
908,end,5
922,end,5
925,end,5
818,end,5
909.0,rises,5
909.0,rises,5
909.0,rises,5
909.0,rises,5
909.0,rises,5
909.0,rises,5
909.0,rises,5
909.0,rises,5
909.0,rises,5
909.0,rises,5
909.0,rises,5
794,singularities,5
18,end,5
909.0,rises,5
809,end,5
803,end,5
796,end,5
555,end,5
563,end,5
572,end,5
579,end,5
589,end,5
597,end,5
606,end,5
615,end,5
622,end,5
631,end,5
640,end,5
648,end,5
657,end,5
665,end,5
676,end,5
684,end,5
694,end,5
703,end,5
711,end,5
718,end,5
728,end,5
736,end,5
754,end,5
761,end,5
769,end,5
780,end,5
787,end,5
540,end,5
8,end,5
956,end,5
923,start,5
170,start,5
179,start,5
188,start,5
196,start,5
206,start,5
216,start,5
224,start,5
232,start,5
242,start,5
249,start,5
262,start,5
267,start,5
161,start,5
277,start,5
297,start,5
305,start,5
313,start,5
324,start,5
336,start,5
343,start,5
351,start,5
359,start,5
368,start,5
374,start,5
381,start,5
390,start,5
287,start,5
152,start,5
144,start,5
137,start,5
0,outsider,5
855,outsider,5
