lineage_ID,type,value
1.0,outsider,0.0
1.0,end,7.0
1.0,end,16.0
1.0,end,25.0
1.0,end,35.0
1.0,end,43.0
1.0,end,52.0
1.0,end,61.0
1.0,end,74.0
1.0,end,86.0
1.0,end,97.0
1.0,end,109.0
1.0,end,126.0
1.0,end,137.0
1.0,end,147.0
1.0,end,158.0
1.0,end,171.0
1.0,end,181.0
1.0,end,191.0
1.0,end,199.0
1.0,end,207.0
1.0,end,218.0
1.0,end,227.0
1.0,end,233.0
1.0,end,253.0
1.0,end,259.0
1.0,start,254.0
1.0,start,234.0
1.0,end,117.0
1.0,start,219.0
1.0,start,228.0
1.0,outsider,234.0
1.0,outsider,7.0
1.0,outsider,253.0
1.0,start,0.0
1.0,start,8.0
1.0,start,17.0
1.0,start,26.0
1.0,start,44.0
1.0,start,53.0
1.0,start,62.0
1.0,start,75.0
1.0,start,87.0
1.0,start,36.0
1.0,start,208.0
1.0,start,98.0
1.0,start,200.0
1.0,start,192.0
1.0,start,182.0
1.0,start,159.0
1.0,start,172.0
1.0,start,138.0
1.0,start,127.0
1.0,start,118.0
1.0,start,110.0
1.0,start,148.0
2.0,end,67.0
2.0,end,98.0
2.0,end,88.0
2.0,end,78.0
2.0,end,57.0
2.0,start,245.0
2.0,end,36.0
2.0,end,27.0
2.0,end,17.0
2.0,end,7.0
2.0,end,107.0
2.0,end,44.0
2.0,end,116.0
2.0,end,257.0
2.0,end,128.0
2.0,end,137.0
2.0,end,158.0
2.0,end,169.0
2.0,end,180.0
2.0,end,192.0
2.0,end,201.0
2.0,end,213.0
2.0,end,220.0
2.0,end,231.0
2.0,end,244.0
2.0,start,232.0
2.0,end,126.0
2.0,start,221.0
2.0,end,147.0
2.0,start,202.0
2.0,start,214.0
2.0,outsider,0.0
2.0,outsider,127.0
2.0,outsider,129.0
2.0,outsider,7.0
2.0,outsider,128.0
2.0,outsider,137.0
2.0,start,0.0
2.0,start,18.0
2.0,start,28.0
2.0,start,37.0
2.0,start,45.0
2.0,start,58.0
2.0,start,8.0
2.0,start,79.0
2.0,start,193.0
2.0,start,68.0
2.0,start,170.0
2.0,start,159.0
2.0,start,148.0
2.0,start,138.0
2.0,start,129.0
2.0,start,181.0
2.0,start,117.0
2.0,start,108.0
2.0,start,99.0
2.0,start,89.0
2.0,start,127.0
3.0,end,133.0
3.0,end,123.0
3.0,end,115.0
3.0,end,103.0
3.0,end,93.0
3.0,end,80.0
3.0,end,49.0
3.0,end,60.0
3.0,end,40.0
3.0,end,27.0
3.0,end,18.0
3.0,end,8.0
3.0,end,71.0
3.0,end,143.0
3.0,end,292.0
3.0,end,164.0
3.0,end,175.0
3.0,end,184.0
3.0,end,197.0
3.0,end,209.0
3.0,end,220.0
3.0,end,230.0
3.0,end,241.0
3.0,end,252.0
3.0,end,262.0
3.0,end,271.0
3.0,end,283.0
3.0,end,296.0
3.0,end,155.0
3.0,start,284.0
3.0,start,293.0
3.0,start,263.0
3.0,start,272.0
3.0,outsider,0.0
3.0,outsider,293.0
3.0,outsider,8.0
3.0,outsider,296.0
3.0,start,0.0
3.0,start,9.0
3.0,start,19.0
3.0,start,41.0
3.0,start,50.0
3.0,start,61.0
3.0,start,72.0
3.0,start,81.0
3.0,start,94.0
3.0,start,28.0
3.0,start,116.0
3.0,start,253.0
3.0,start,104.0
3.0,start,242.0
3.0,start,231.0
3.0,start,221.0
3.0,start,198.0
3.0,start,185.0
3.0,start,210.0
3.0,start,165.0
3.0,start,156.0
3.0,start,144.0
3.0,start,134.0
3.0,start,124.0
3.0,start,176.0
4.0,end,127.0
4.0,end,84.0
4.0,end,116.0
4.0,end,103.0
4.0,end,94.0
4.0,end,73.0
4.0,start,292.0
4.0,end,54.0
4.0,end,44.0
4.0,end,33.0
4.0,end,22.0
4.0,end,12.0
4.0,end,137.0
4.0,end,62.0
4.0,end,151.0
4.0,end,295.0
